=== METADATOS DE LA SESION ===
Fecha de Inicio:;2026-05-28
Hora de Inicio:;16:34:42
Fecha de Fin:;2026-05-28
Hora de Fin:;16:50:13
Duracion Total:;00:15:08
Ubicacion Seleccionada:;Sistema (España)
Pico Máximo Potencia CPU (W):;63,57
Pico Máximo Potencia GPU (W):;130,14
Pico Máximo Temperatura CPU (ºC):;65,0
Pico Máximo Temperatura GPU (ºC):;64,0
Pico Máximo Potencia Sistema (W):;191,09
Potencia Media CPU (W):;33,30
Potencia Media GPU (W):;51,29
Potencia Media Sistema (W):;84,59
Voltaje Medio CPU (V):;1,21
Voltaje Medio GPU (V):;0,73
Temperatura Media CPU (ºC):;45,6
Temperatura Media GPU (ºC):;54,2
Intensidad Carbono Media Grid (gCO2/kWh):;86,0
Energia Total CPU (Wh):;8,416820
Energia Total GPU (Wh):;12,965024
Energia Total Sistema (Wh):;21,381844
Emisiones Totales CPU (gCO2):;0,715430
Emisiones Totales GPU (gCO2):;1,102027
Emisiones Totales Sistema (gCO2):;1,817457

=== EVOLUCION TEMPORAL DETALLADA ===
Periodo;Fecha;Hora;PotenciaCPU(W);PotenciaGPU(W);PotenciaTotal(W);ConsumoPeriodoCPU(Wh);ConsumoPeriodoGPU(Wh);ConsumoPeriodoTotal(Wh);ConsumoAcumuladoCPU(Wh);ConsumoAcumuladoGPU(Wh);ConsumoAcumuladoTotal(Wh);TempCPU(C);TempGPU(C);VoltajeCPU(V);VoltajeGPU(V);Grid(gCO2/kWh);EmisionesPeriodoCPU(gCO2);EmisionesPeriodoGPU(gCO2);EmisionesPeriodoTotal(gCO2);EmisionesAcumuladasCPU(gCO2);EmisionesAcumuladasGPU(gCO2);EmisionesAcumuladasTotal(gCO2)
1;2026-05-28;16:34:43;63,57;32,60;96,18;0,088295;0,045283;0,133579;0,088295;0,045283;0,133579;53,0;49,0;1,35;0,74;86,0;0,007593;0,003894;0,011488;0,007593;0,003894;0,011488
2;2026-05-28;16:34:48;47,91;17,27;65,19;0,066547;0,023993;0,090541;0,154843;0,069276;0,224119;49,0;49,0;1,31;0,66;86,0;0,005723;0,002063;0,007786;0,013316;0,005958;0,019274
3;2026-05-28;16:34:53;34,83;17,15;51,98;0,048376;0,023824;0,072200;0,203219;0,093100;0,296319;41,0;49,0;0,64;0,66;86,0;0,004160;0,002049;0,006209;0,017477;0,008007;0,025483
4;2026-05-28;16:34:58;27,66;17,14;44,80;0,038422;0,023804;0,062226;0,241641;0,116904;0,358545;43,0;49,0;1,06;0,66;86,0;0,003304;0,002047;0,005351;0,020781;0,010054;0,030835
5;2026-05-28;16:35:03;31,38;17,34;48,72;0,043583;0,024086;0,067669;0,285224;0,140990;0,426214;47,0;49,0;1,29;0,66;86,0;0,003748;0,002071;0,005820;0,024529;0,012125;0,036654
6;2026-05-28;16:35:08;32,94;17,32;50,26;0,045745;0,024058;0,069804;0,330969;0,165049;0,496017;44,0;49,0;1,29;0,66;86,0;0,003934;0,002069;0,006003;0,028463;0,014194;0,042658
7;2026-05-28;16:35:14;30,85;34,68;65,53;0,042854;0,048164;0,091018;0,373823;0,213213;0,587035;40,0;50,0;1,11;0,66;86,0;0,003685;0,004142;0,007828;0,032149;0,018336;0,050485
8;2026-05-28;16:35:19;37,84;44,45;82,29;0,052562;0,061731;0,114293;0,426385;0,274943;0,701328;38,0;52,0;1,12;0,66;86,0;0,004520;0,005309;0,009829;0,036669;0,023645;0,060314
9;2026-05-28;16:35:24;26,49;42,73;69,23;0,036793;0,059353;0,096146;0,463178;0,334296;0,797474;41,0;52,0;1,12;0,66;86,0;0,003164;0,005104;0,008269;0,039833;0,028749;0,068583
10;2026-05-28;16:35:29;25,10;34,16;59,25;0,034859;0,047439;0,082298;0,498038;0,381735;0,879772;61,0;52,0;1,38;0,66;86,0;0,002998;0,004080;0,007078;0,042831;0,032829;0,075660
