=== METADATOS DE LA SESION ===
Fecha de Inicio:;2026-05-28
Hora de Inicio:;17:19:44
Fecha de Fin:;2026-05-28
Hora de Fin:;17:35:27
Duracion Total:;00:15:09
Ubicacion Seleccionada:;Sistema (España)
Pico Máximo Potencia CPU (W):;30,40
Pico Máximo Potencia GPU (W):;42,16
Pico Máximo Temperatura CPU (ºC):;95,0
Pico Máximo Temperatura GPU (ºC):;86,0
Pico Máximo Potencia Sistema (W):;63,13
Potencia Media CPU (W):;12,75
Potencia Media GPU (W):;32,31
Potencia Media Sistema (W):;45,06
Voltaje Medio CPU (V):;0,76
Voltaje Medio GPU (V):;0,88
Temperatura Media CPU (ºC):;77,5
Temperatura Media GPU (ºC):;78,0
Intensidad Carbono Media Grid (gCO2/kWh):;85,7
Energia Total CPU (Wh):;3,222145
Energia Total GPU (Wh):;8,167389
Energia Total Sistema (Wh):;11,389534
Emisiones Totales CPU (gCO2):;0,280327
Emisiones Totales GPU (gCO2):;0,710563
Emisiones Totales Sistema (gCO2):;0,990889

=== EVOLUCION TEMPORAL DETALLADA ===
Periodo;Fecha;Hora;PotenciaCPU(W);PotenciaGPU(W);PotenciaTotal(W);ConsumoPeriodoCPU(Wh);ConsumoPeriodoGPU(Wh);ConsumoPeriodoTotal(Wh);ConsumoAcumuladoCPU(Wh);ConsumoAcumuladoGPU(Wh);ConsumoAcumuladoTotal(Wh);TempCPU(C);TempGPU(C);VoltajeCPU(V);VoltajeGPU(V);Grid(gCO2/kWh);EmisionesPeriodoCPU(gCO2);EmisionesPeriodoGPU(gCO2);EmisionesPeriodoTotal(gCO2);EmisionesAcumuladasCPU(gCO2);EmisionesAcumuladasGPU(gCO2);EmisionesAcumuladasTotal(gCO2)
1;2026-05-28;17:19:46;30,27;29,73;60,00;0,042043;0,041289;0,083331;0,042043;0,041289;0,083331;79,0;73,0;0,74;0,90;85,0;0,003574;0,003510;0,007083;0,003574;0,003510;0,007083
2;2026-05-28;17:19:51;29,72;27,18;56,90;0,041277;0,037751;0,079028;0,083319;0,079040;0,162360;80,0;74,0;0,76;0,87;85,0;0,003509;0,003209;0,006717;0,007082;0,006718;0,013801
3;2026-05-28;17:19:57;30,40;24,89;55,28;0,042216;0,034567;0,076783;0,125535;0,113607;0,239142;80,0;73,0;0,76;0,85;85,0;0,003588;0,002938;0,006527;0,010670;0,009657;0,020327
4;2026-05-28;17:20:03;30,11;25,30;55,42;0,041822;0,035144;0,076967;0,167358;0,148751;0,316109;80,0;74,0;0,76;0,88;85,0;0,003555;0,002987;0,006542;0,014225;0,012644;0,026869
5;2026-05-28;17:20:08;17,91;28,67;46,59;0,024881;0,039826;0,064707;0,192238;0,188578;0,380816;75,0;74,0;0,74;0,89;85,0;0,002115;0,003385;0,005500;0,016340;0,016029;0,032369
6;2026-05-28;17:20:13;11,24;28,16;39,40;0,015613;0,039115;0,054729;0,207852;0,227693;0,435545;72,0;74,0;0,72;0,88;85,0;0,001327;0,003325;0,004652;0,017667;0,019354;0,037021
7;2026-05-28;17:20:18;11,37;22,75;34,13;0,015793;0,031604;0,047397;0,223645;0,259297;0,482942;76,0;73,0;0,89;0,88;85,0;0,001342;0,002686;0,004029;0,019010;0,022040;0,041050
8;2026-05-28;17:20:23;12,14;9,13;21,27;0,016858;0,012681;0,029538;0,240502;0,271978;0,512480;85,0;69,0;0,94;0,62;85,0;0,001433;0,001078;0,002511;0,020443;0,023118;0,043561
9;2026-05-28;17:20:29;11,88;25,54;37,41;0,016493;0,035469;0,051963;0,256996;0,307447;0,564443;70,0;71,0;0,78;0,79;85,0;0,001402;0,003015;0,004417;0,021845;0,026133;0,047978
10;2026-05-28;17:20:34;15,51;7,78;23,29;0,021540;0,010807;0,032347;0,278536;0,318254;0,596790;80,0;68,0;0,89;0,62;85,0;0,001831;0,000919;0,002749;0,023676;0,027052;0,050727
11;2026-05-28;17:20:39;15,69;26,99;42,68;0,021790;0,037487;0,059277;0,300325;0,355742;0,656067;71,0;71,0;0,83;0,94;85,0;0,001852;0,003186;0,005039;0,025528;0,030238;0,055766
12;2026-05-28;17:20:44;12,72;30,09;42,81;0,017664;0,041787;0,059452;0,317989;0,397529;0,715519;85,0;73,0;1,10;0,94;85,0;0,001501;0,003552;0,005053;0,027029;0,033790;0,060819
13;2026-05-28;17:20:49;17,76;32,48;50,24;0,024662;0,045117;0,069779;0,342652;0,442646;0,785297;85,0;73,0;0,94;0,92;85,0;0,002096;0,003835;0,005931;0,029125;0,037625;0,066750
14;2026-05-28;17:20:54;15,09;31,86;46,95;0,020952;0,044256;0,065208;0,363604;0,486901;0,850505;74,0;73,0;1,08;0,89;85,0;0,001781;0,003762;0,005543;0,030906;0,041387;0,072293
15;2026-05-28;17:21:00;13,06;32,06;45,12;0,018134;0,044535;0,062668;0,381738;0,531436;0,913174;73,0;73,0;0,73;0,92;85,0;0,001541;0,003785;0,005327;0,032448;0,045172;0,077620
16;2026-05-28;17:21:05;11,73;40,02;51,75;0,016295;0,055586;0,071881;0,398032;0,587022;0,985054;71,0;75,0;0,83;0,94;85,0;0,001385;0,004725;0,006110;0,033833;0,049897;0,083730
17;2026-05-28;17:21:10;11,97;38,90;50,87;0,016625;0,054024;0,070649;0,414657;0,641046;1,055703;72,0;76,0;0,75;0,94;85,0;0,001413;0,004592;0,006005;0,035246;0,054489;0,089735
18;2026-05-28;17:21:15;11,65;39,45;51,10;0,016187;0,054787;0,070975;0,430845;0,695833;1,126678;74,0;75,0;1,00;0,88;85,0;0,001376;0,004657;0,006033;0,036622;0,059146;0,095768
19;2026-05-28;17:21:20;12,19;37,44;49,64;0,016937;0,052007;0,068944;0,447782;0,747840;1,195622;72,0;75,0;0,67;0,94;85,0;0,001440;0,004421;0,005860;0,038061;0,063566;0,101628
20;2026-05-28;17:21:26;12,12;38,45;50,57;0,016840;0,053397;0,070237;0,464622;0,801237;1,265859;72,0;76,0;0,96;0,94;85,0;0,001431;0,004539;0,005970;0,039493;0,068105;0,107598
21;2026-05-28;17:21:31;12,91;39,24;52,15;0,017927;0,054506;0,072432;0,482548;0,855743;1,338291;73,0;77,0;0,62;0,93;85,0;0,001524;0,004633;0,006157;0,041017;0,072738;0,113755
22;2026-05-28;17:21:36;12,38;39,01;51,40;0,017196;0,054187;0,071384;0,499745;0,909931;1,409675;73,0;76,0;0,75;0,94;85,0;0,001462;0,004606;0,006068;0,042478;0,077344;0,119822
23;2026-05-28;17:21:41;12,11;37,11;49,22;0,016818;0,051546;0,068363;0,516562;0,961476;1,478039;72,0;76,0;1,10;0,94;85,0;0,001429;0,004381;0,005811;0,043908;0,081725;0,125633
24;2026-05-28;17:21:46;11,12;32,87;43,98;0,015440;0,045646;0,061086;0,532002;1,007122;1,539125;72,0;75,0;0,65;0,87;85,0;0,001312;0,003880;0,005192;0,045220;0,085605;0,130826
25;2026-05-28;17:21:51;11,45;31,76;43,21;0,015903;0,044107;0,060010;0,547905;1,051229;1,599135;73,0;74,0;0,62;0,85;85,0;0,001352;0,003749;0,005101;0,046572;0,089354;0,135926
26;2026-05-28;17:21:57;11,38;39,19;50,57;0,015807;0,054436;0,070243;0,563712;1,105665;1,669378;73,0;76,0;0,77;0,94;85,0;0,001344;0,004627;0,005971;0,047916;0,093982;0,141897
27;2026-05-28;17:22:02;12,52;39,48;52,00;0,017394;0,054828;0,072222;0,581106;1,160493;1,741599;73,0;76,0;0,72;0,94;85,0;0,001478;0,004660;0,006139;0,049394;0,098642;0,148036
28;2026-05-28;17:22:07;14,08;27,46;41,54;0,019560;0,038139;0,057699;0,600667;1,198632;1,799299;73,0;76,0;0,62;0,94;85,0;0,001663;0,003242;0,004904;0,051057;0,101884;0,152940
29;2026-05-28;17:22:12;11,37;22,16;33,53;0,015798;0,030775;0,046573;0,616464;1,229407;1,845871;75,0;73,0;0,92;0,74;85,0;0,001343;0,002616;0,003959;0,052399;0,104500;0,156899
30;2026-05-28;17:22:17;11,44;25,57;37,00;0,015885;0,035510;0,051395;0,632350;1,264917;1,897266;72,0;72,0;0,65;0,76;85,0;0,001350;0,003018;0,004369;0,053750;0,107518;0,161268
31;2026-05-28;17:22:23;10,24;23,53;33,77;0,014220;0,032682;0,046902;0,646570;1,297599;1,944169;74,0;72,0;0,77;0,74;85,0;0,001209;0,002778;0,003987;0,054958;0,110296;0,165254
32;2026-05-28;17:22:28;10,54;24,31;34,85;0,014636;0,033765;0,048401;0,661206;1,331364;1,992570;72,0;72,0;0,68;0,75;85,0;0,001244;0,002870;0,004114;0,056203;0,113166;0,169368
